id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Artist,Title,Author,publish_date
21653,-5aaJJQFvOg,2018-03-04,10,22:01:06,1124080,132482,1848,6189,Havana,swing cover | dodie feat. FLASHBACK,,2018-02-21
21624,-7tSTUR7FG0,2018-03-04,10,12:00:00,2590471,212625,714,10773,SMTOWN,NCT U 엔시티 유 'BOSS' Dance Practice,,2018-02-27
21771,-BDImdAfodA,2018-03-04,10,08:59:34,3390740,51227,2359,4824,Kylie Minogue,Dancing (Official Video),,2018-02-01
21610,-trTIbE3N4Y,2018-03-04,19,20:30:05,78645,14848,46,1468,,I LOVE JAPAN,KickThePj,2018-02-28
21707,08qd-vsHbaY,2018-03-04,10,02:34:17,498957,10239,207,800,BeachHouseVideoZone,BEACH HOUSE -- LEMON GLOW,,2018-02-15
21770,0uJUW24505E,2018-03-04,10,20:30:00,4597543,86460,1678,5436,LIL SKIES,LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),,2018-02-01
21611,26ZX7NbOhks,2018-03-04,20,18:29:46,203609,11481,3265,4213,,The Legality of Loot Boxes - Designing Ethical Lootboxes: II - Extra Credits,Extra Credits,2018-02-28
21588,2ATuTL5i0_c,2018-03-04,26,19:00:01,898021,40784,1897,2927,,I tried following a Kylie Jenner Makeup Tutorial... Realizing things😂...,AdelaineMorin,2018-02-28
21578,2UByqalCfnk,2018-03-04,10,05:07:00,673490,25796,552,774,Flo Rida,Dancer (Official Video),,2018-03-02
21638,2YVMusIxisY,2018-03-04,24,09:00:00,520420,57963,166,6809,,김성규(Kim Sung Kyu) “True Love” Official MV,woolliment,2018-02-26
21747,2z3EUY1aXdY,2018-03-04,17,01:51:53,14029519,168374,53750,31857,,Justin Timberlake’s FULL Pepsi Super Bowl LII Halftime Show! | NFL Highlights,NFL,2018-02-05
21656,3TPY4TKo6uQ,2018-03-04,24,04:20:46,826701,9756,183,680,,Solo: A Star Wars Story - Sabotage Trailer Re-Cut,War Starts at Midnight Podcast,2018-02-21
21642,4AtOU0dDXv8,2018-03-04,25,04:50:21,4768973,63201,28940,70036,,Shooting survivor confronts NRA spokesperson Dana Loesch,CNN,2018-02-22
21721,4uTNVumfm84,2018-03-04,10,14:00:00,35481376,574700,14236,22261,Maroon 5,Wait,,2018-02-08
21705,6J-D86wfxiE,2018-03-04,24,21:00:41,1245430,48620,567,3674,,Chadwick Boseman gets emotional while discussing impact of Black Panther,SiriusXM,2018-02-13
21626,73_OWzBr8Fo,2018-03-04,10,16:00:06,1058676,127233,936,9969,Made in Miami (Artist Spotlight Story),Camila Cabello,,2018-02-27
21583,79dZ8JBTIL4,2018-03-04,24,12:42:19,71917,4726,36,197,,"If you were a chair, who would you let sit on you?: 5SOS answer 5 second fan questions",BBC Radio 1,2018-03-02
21722,7FM_MfpYOLU,2018-03-04,1,20:19:09,873848,67069,395,3813,,PEOPLE TELL THEIR CRUSH THEY LIKE THEM (vol. IX),Mikey Murphy,2018-02-11
21672,7KPcfdbVTic,2018-03-04,24,17:00:00,1746644,18991,471,1870,,Hotel Staff Have to BUY THEIR OWN NAME TAGS! | Hotel Hell,Gordon Ramsay,2018-02-18
21703,7Usr96nwjqI,2018-03-04,24,21:02:40,917166,34695,2173,8958,,Black Panther - Movie Review,Chris Stuckmann,2018-02-14
21697,7bPSxB-8__o,2018-03-04,1,02:12:49,2105062,13165,773,909,,JUSTICE LEAGUE - Superman v. The Justice League RESCORED with Junkie XL/Hans Zimmer Music,ABdirector,2018-02-15
21601,8PwD3DUTJWM,2018-03-04,26,17:00:01,99630,3692,85,219,,February Faves | Fleur De Force,Fleur DeForce,2018-02-28
21581,8gHURYmTzFs,2018-03-04,26,20:27:01,250494,16418,213,1336,,MY ULTIMATE 'SECRET' MAKEUP LOOK,Lisa Eldridge,2018-03-01
21586,8q1NFlE17qs,2018-03-04,10,05:00:00,7305328,216183,5717,9036,Karol G,Pineapple,,2018-03-02
21708,9S1Gc1nSXd4,2018-03-04,10,17:00:02,4788060,73045,3708,5163,Rick Ross,"Florida Boy ft. T-Pain, Kodak Black",,2018-02-12
21727,9TRjE7i0ERY,2018-03-04,10,11:00:01,47285471,332561,13380,9679,Yandel,Sólo Mía (Official Video) ft. Maluma,,2018-02-09
21612,9bAiXJoNdy0,2018-03-04,23,16:41:19,331464,26116,476,1424,,One thing that makes you a better friend,Anna Akana,2018-02-28
21633,9yDNAc8YS9c,2018-03-04,24,11:24:08,1733255,49258,1580,8971,,Stephen Fry Announcement,samfryltd,2018-02-23
21607,A70B_LKyOrU,2018-03-04,10,09:00:00,3204598,361421,1501,20191,jypentertainment,GOT7 One And Only You (Feat. Hyolyn) Special Video,,2018-02-28
21725,ABLsSWE06q4,2018-03-04,10,21:00:01,5690879,98736,1307,1573,"Whethan, Dua Lipa",High (Audio),,2018-02-08
21600,AHwZBYCwxPY,2018-03-04,24,21:14:42,524416,19811,198,2981,,Tory Lanez Kills The 5 Fingers of Death (9 Minute Freestyle),Sway's Universe,2018-02-28
21699,AOvCyD9bbDM,2018-03-04,10,16:00:01,3438446,104250,6517,11569,Remy Ma,Melanin Magic (Pretty Brown) ft. Chris Brown,,2018-02-14
21670,AVoe5SH_K8k,2018-03-04,23,00:10:21,201810,3470,301,1176,,Carly Novell & Delaney Tarr - Reforming Gun Laws with #NeverAgain - The Opposition w/ Jordan Klepper,Comedy Central,2018-02-21
21719,A_xWDAbnBSU,2018-03-04,10,05:00:01,9674820,93481,3295,2191,Migos,Walk It Talk It (Audio) ft. Drake,,2018-02-09
21608,AeVJATwE2N0,2018-03-04,17,22:07:12,26362,313,68,108,,Tyron Woodley on the Future of Jon Jones and Brock Lesnar in the UFC | The Hollywood Beatdown,TMZSports,2018-03-02
21720,B7AjF4of300,2018-03-04,17,17:00:59,1684835,21826,791,1211,,Why It's Almost Impossible to Do a Quintuple Jump | WIRED,WIRED,2018-02-09
21717,BHloD113J54,2018-03-04,24,16:00:01,610680,22876,904,1021,,Young King - Black Panther Jaden Smith Parody (Nerdist Presents),Nerdist,2018-02-12
21622,BQ31l1gPGKM,2018-03-04,10,05:00:01,26864532,428189,15530,21592,J. Balvin,Ahora,,2018-02-26
21745,BhIEIO0vaBE,2018-03-04,22,20:27:38,61273271,0,0,0,,To Our Daughter,Kylie Jenner,2018-02-04
21620,C0Uv23ELQMQ,2018-03-04,24,14:01:40,56147,271,38,0,,Toni Braxton Opens Up About Her Struggle With Lupus | Loose Women,Loose Women,2018-02-27
21621,CBZgoICDr6E,2018-03-04,20,18:51:38,452587,3118,2883,881,,When you see that your ex has moved onDota2(Navi.Lil reacting to VP.Rodjer MVP),Simon,2018-02-25
21754,CvAQpSdcvno,2018-03-04,22,07:00:01,418466,4110,86,211,,What it Feels Like to Slide Downhill at 90 M.P.H.,Great Big Story,2018-02-08
21579,D8mu5AgUsPs,2018-03-04,24,05:00:10,188236,1035,177,95,,Jennifer Lawrence Reveals The Inspiration For Her Jersey Accent From American Hustle | WWHL,Watch What Happens Live with Andy Cohen,2018-03-02
21694,D_eZxSYRhco,2018-03-04,24,17:00:02,3061094,31667,1204,7077,,READY PLAYER ONE - Come With Me,Warner Bros. Pictures,2018-02-15
21618,E-u9uo0laA8,2018-03-04,10,18:10:16,8248954,328621,11808,25731,Joyner Lucas & Chris Brown,Stranger Things,,2018-02-25
21766,EFNeulNdfRI,2018-03-04,1,05:44:26,828826,6153,806,2746,,The Mooch | Real Time with Bill Maher (HBO),Real Time with Bill Maher,2018-02-03
21674,Ecd4eA067P0,2018-03-04,24,14:00:00,651271,20170,2841,3923,,Star Wars: The Last Jedi In-Home Trailer (Official),Star Wars,2018-02-20
21737,Ew-3-8itpjc,2018-03-04,26,17:45:37,623142,22766,262,1059,,How to Make 29 Handmade Pasta Shapes With 4 Types of Dough | Handcrafted | Bon Appétit,Bon Appétit,2018-02-07
21690,FeRi86DcfyA,2018-03-04,24,18:27:21,4665935,18702,5309,6778,,直播回看：2018中央电视台春节联欢晚会（完整版） | 2018 CCTV Spring Festival Gala,CCTV春晚,2018-02-15
21701,FxFF5bgG6xs,2018-03-04,23,21:32:33,1912292,61590,3439,6234,,Calling my Mom to tell her I'm Trans 💙,Ash Hardell,2018-02-14
21645,GEsK9GudV2M,2018-03-04,10,05:00:01,1315861,89489,1042,3603,Troye Sivan,My My My! (Acoustic),,2018-02-23
21649,HBfEf9MsRr4,2018-03-04,10,19:46:43,481897,4049,1849,3007,HOT 97,Drake Calls Rosenberg & Checks Him!,,2018-02-22
21713,HTDNGv61-Dk,2018-03-04,1,09:00:46,418869,3219,55,150,,THE GUERNSEY LITERARY & POTATO PEEL PIE SOCIETY - Official Trailer - Starring Lily James,StudiocanalUK,2018-02-13
21613,Hp4z1ztsYBw,2018-03-04,24,16:59:16,71938,4334,81,865,,TESTING PRIMARK MAKEUP! OMGGGGGGGG!!!,Imogenation,2018-02-27
21700,HtNWc1AIU20,2018-03-04,17,15:00:06,1439425,33358,621,5432,,Kevin Durant x LeBron James x Cari Champion | ROLLING WITH THE CHAMPION,UNINTERRUPTED,2018-02-15
21685,ILZ7Oy3gM5U,2018-03-04,1,10:08:16,219288,8654,237,1535,,Dumping on Fifty Shades Freed for 25 Minutes,Jenny Nicholson,2018-02-17
21738,IUmdcd_8Vwc,2018-03-04,26,16:06:43,285517,7400,267,636,,Clear Lemon Meringue Pie,My Virgin Kitchen,2018-02-07
21651,JNkTNAknE4I,2018-03-04,10,23:49:59,42657232,190339,13168,5381,Romeo Santos,Sobredosis (Official Video) ft. Ozuna,,2018-02-21
21728,JQbjS0_ZfJ0,2018-03-04,10,17:00:02,48956542,865215,19126,48185,"Kendrick Lamar, SZA",All The Stars,,2018-02-06
21637,Jb3xzXyNh8I,2018-03-04,20,11:17:40,186762,6938,157,2239,,Hunt Down The Freeman Review - Gggmanlives,Gggmanlives,2018-02-25
21668,JeRtUXTQ_aQ,2018-03-04,10,13:30:01,2306636,52598,1632,2424,James Bay,Wild Love,,2018-02-19
21636,JpvC3j9Qxus,2018-03-04,24,13:19:56,2872180,40732,12237,60184,,Mo'Nique Speaks On Racial And Gender Inequality In Hollywood + More,Breakfast Club Power 105.1 FM,2018-02-23
21712,KZ_eXk5t0r0,2018-03-04,24,13:00:02,2426685,30717,1712,1339,,Kill The Noise & Illenium - Don’t Give Up On Me ft. Mako [Lyric Video],Proximity,2018-02-13
21744,L0xKz5TsYb0,2018-03-04,10,05:00:00,3409854,47609,1507,1232,"Sting, Shaggy",Don't Make Me Wait (Official),,2018-02-06
21662,LdbbfkKmpT0,2018-03-04,24,16:19:02,106087,4851,2973,3601,,Black Panther - The Most Overrated Marvel Movie Ever,The Dishonoured Wolf,2018-02-22
21617,M39tO96E6B0,2018-03-04,23,16:52:56,236096,14451,478,1373,,WHY I ALMOST QUIT YOUTUBE! *STORYTIME*,Mark Ferris,2018-02-27
21630,MGYJuETPQEg,2018-03-04,10,05:01:53,20129728,458099,9117,19547,Post Malone Feat. Ty Dolla $ign,Psycho (Official Audio),,2018-02-23
21635,MYATU9yZODE,2018-03-04,22,17:45:24,320122,26045,164,1029,,"FEBRUARY NOTES 2018 | Piercings, Moving, Japan Haul.",Marzia,2018-02-25
21605,MgMLdq9DnNc,2018-03-04,26,18:20:41,232237,9657,365,727,,February Favorites 2018,Jenn Im,2018-02-28
21616,MjttubnVpqg,2018-03-04,24,17:38:46,172919,1939,188,406,,Spice Girls Will Perform at the Royal Wedding!,The Real Daytime,2018-02-27
