id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Author,Title,Artist,publish_date
36963,-8X32zNup1o,2018-06-04,22.0,22:13:07,685874.0,7745.0,2645.0,4323.0,PowerfulJRE,Joe Rogan Experience #1119 - Howard Bloom,,2018-05-21
37013,-DRsfNObKIQ,2018-06-04,24.0,20:32:32,13892689.0,149424.0,45641.0,26537.0,Eurovision Song Contest,Eleni Foureira - Fuego - Cyprus - LIVE - First Semi-Final - Eurovision 2018,,2018-05-08
36901,-VgOGzBcMIg,2018-06-04,24.0,02:00:00,337423.0,10192.0,1720.0,1243.0,Netflix,Queer Eye | Theme Song (All Things) Feat. Betty Who | Netflix,,2018-06-01
36955,-bx_vG94LSo,2018-06-04,10.0,12:00:00,1738326.0,75244.0,924.0,3853.0,,Beautiful (Official Video),Bazzi,2018-05-23
36938,-i1_jpjmdJE,2018-06-04,23.0,10:00:00,586484.0,10276.0,1447.0,1883.0,Jimmy Kimmel Live,Blink 182 - I Miss You,,2018-05-24
36895,-kxPDAiuijo,2018-06-04,23.0,17:00:04,1431763.0,43163.0,519.0,4049.0,Beer Yoga with Chance the Rapper,Kevin Hart: What The Fit Episode 13 | Laugh Out Loud Network,,2018-05-31
36925,0URpDxIjZrQ,2018-06-04,1.0,19:00:02,5386449.0,148998.0,3870.0,16806.0,Disney Movie Trailers,Christopher Robin Official Trailer,,2018-05-25
36910,0fOZ4Nwm5Pg,2018-06-04,24.0,20:45:36,105953.0,1018.0,218.0,721.0,Lailah Lynn,Drake's Dad Claps Back At Wendy Williams! He Calls Her RUPAUL After She Dissed Drake On Her Show,,2018-05-30
37038,1Aoc-cd9eYs,2018-06-04,24.0,16:02:35,47775206.0,853057.0,116837.0,83610.0,Cobra Kai,Cobra Kai Ep 2 - Strike First - The Karate Kid Saga Continues,,2018-05-02
37021,1ce456Nnkt8,2018-06-04,10.0,14:59:03,3066393.0,89212.0,2496.0,9552.0,,Distortion (OFFICIAL),BABYMETAL,2018-05-07
