id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Artist,Title,Author,publish_date
12455,-CCw4ZzOGlI,2018-01-17,10,17:21:25,441467,24610,4820,3045,Major Lazer,En La Cara (Sua Cara Spanish Remix) (feat. Karol G),,2018-01-12
12460,-mNlASb89Wo,2018-01-17,24,16:36:01,1338389,3906,591,3149,,Harvey Weinstein Attacked at Scottsdale Restaurant | TMZ,TMZ,2018-01-10
12582,12B8DNBoYRA,2018-01-17,10,17:07:18,105743,2044,122,948,Mad Skillz,Murda Gram (Uncle Murda Diss),,2018-01-03
12564,18thGW1YjRM,2018-01-17,24,20:10:31,301947,2558,238,0,,Emmerdale - The New Adam Barton,Emmerdale,2018-01-02
12497,1EC8lBwroOc,2018-01-17,10,04:58:34,4247449,32989,890,1734,Black Eyed Peas,Street Livin',,2018-01-09
12406,1hX1KSKqVmo,2018-01-17,20,05:00:00,246597,5374,166,878,,Dragon Ball FighterZ Easter Egg: Gohan Turns Super Saiyan 2 Against Cell,IGN,2018-01-16
12556,24-AhdoN_Nk,2018-01-17,1,16:31:18,1546065,19613,4493,5734,,Slender Man Trailer #1 (2018) | Movieclips Trailers,Movieclips Trailers,2018-01-03
12449,2Yb_VA4L3YU,2018-01-17,24,00:46:11,480142,3052,56,227,,Bird photobombs weather report,KTVU,2018-01-12
12478,2b5szHlQI_A,2018-01-17,24,19:01:32,511994,7729,769,5266,,Joe Responds To Bizarre Saying Eminem Dissed Him | The Joe Budden Podcast,Joe Budden TV,2018-01-10
12531,31mjfjIkWiM,2018-01-17,22,17:00:01,193477,5906,151,411,,2017 BEAUTY FAVOURITES!,Estée Lalonde,2018-01-07
12527,3ONSFeRy9iQ,2018-01-17,1,02:42:21,16316,1155,9,222,,"Prometheus Script Reveals TRUTH about Engineers, Black Goo and Deacon",Kroft talks about Movies,2018-01-10
12577,3pxyo7eSknc,2018-01-17,26,10:00:00,140460,4787,113,213,,"THE BEST OF THE BEST 🙌🏽 2017 | FASHION, BEAUTY, NETFLIX etc",Samantha Maria,2018-01-03
