id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Artist,Title,Author,publish_date
21242,-5aaJJQFvOg,2018-03-02,10,22:01:06,1029623,126004,1715,5996,Havana,swing cover | dodie feat. FLASHBACK,,2018-02-21
21211,-7tSTUR7FG0,2018-03-02,10,12:00:00,1921739,192803,557,9996,SMTOWN,NCT U 엔시티 유 'BOSS' Dance Practice,,2018-02-27
21365,-BDImdAfodA,2018-03-02,10,08:59:34,3226672,50046,2307,4728,Kylie Minogue,Dancing (Official Video),,2018-02-01
21196,-trTIbE3N4Y,2018-03-02,19,20:30:05,59546,12379,34,1311,,I LOVE JAPAN,KickThePj,2018-02-28
21299,08qd-vsHbaY,2018-03-02,10,02:34:17,462607,9887,181,796,BeachHouseVideoZone,BEACH HOUSE -- LEMON GLOW,,2018-02-15
21318,0ldBURP-cWo,2018-03-02,10,12:44:55,242354,6173,79,445,BBC Radio 1Xtra,"Jhene Aiko talks about Big Sean drama, booty and past heartbreak",,2018-02-09
21363,0uJUW24505E,2018-03-02,10,20:30:00,4413634,84946,1638,5373,LIL SKIES,LETTUCE SANDWICH [OFFICIAL VIDEO] (Dir. by @NicholasJandora),,2018-02-01
21279,1_OVkSsH4NY,2018-03-02,22,01:00:00,196572,20201,73,5125,,Where I've Been? Cancer Update + My Shorty Award Nomination!!,So Fia,2018-02-17
21176,2ATuTL5i0_c,2018-03-02,26,19:00:01,657253,32347,1156,2409,,I tried following a Kylie Jenner Makeup Tutorial... Realizing things😂...,AdelaineMorin,2018-02-28
21221,2YVMusIxisY,2018-03-02,24,09:00:00,639097,54587,159,6096,,김성규(Kim Sung Kyu) “True Love” Official MV,woolliment,2018-02-26
21342,2z3EUY1aXdY,2018-03-02,17,01:51:53,13964999,168103,53665,31775,,Justin Timberlake’s FULL Pepsi Super Bowl LII Halftime Show! | NFL Highlights,NFL,2018-02-05
21244,3TPY4TKo6uQ,2018-03-02,24,04:20:46,812700,9355,174,642,,Solo: A Star Wars Story - Sabotage Trailer Re-Cut,War Starts at Midnight Podcast,2018-02-21
21227,4AtOU0dDXv8,2018-03-02,25,04:50:21,4104987,54467,26400,64915,,Shooting survivor confronts NRA spokesperson Dana Loesch,CNN,2018-02-22
21314,4uTNVumfm84,2018-03-02,10,14:00:00,33426441,561477,13808,22026,Maroon 5,Wait,,2018-02-08
21297,6J-D86wfxiE,2018-03-02,24,21:00:41,1149159,45661,551,3453,,Chadwick Boseman gets emotional while discussing impact of Black Panther,SiriusXM,2018-02-13
21238,6uJemANlDqQ,2018-03-02,26,15:28:21,41190,2015,105,415,,HIGHLIGHTERS FOR PALE SKIN | JOHN MACLEAN,John Maclean,2018-02-24
21210,73_OWzBr8Fo,2018-03-02,10,16:00:06,877220,117337,748,9706,Made in Miami (Artist Spotlight Story),Camila Cabello,,2018-02-27
21315,7FM_MfpYOLU,2018-03-02,1,20:19:09,850696,66344,386,3769,,PEOPLE TELL THEIR CRUSH THEY LIKE THEM (vol. IX),Mikey Murphy,2018-02-11
21262,7KPcfdbVTic,2018-03-02,24,17:00:00,1692950,18686,466,1863,,Hotel Staff Have to BUY THEIR OWN NAME TAGS! | Hotel Hell,Gordon Ramsay,2018-02-18
21295,7Usr96nwjqI,2018-03-02,24,21:02:40,904718,34369,2146,8821,,Black Panther - Movie Review,Chris Stuckmann,2018-02-14
21289,7bPSxB-8__o,2018-03-02,1,02:12:49,1626027,10674,585,768,,JUSTICE LEAGUE - Superman v. The Justice League RESCORED with Junkie XL/Hans Zimmer Music,ABdirector,2018-02-15
21190,8PwD3DUTJWM,2018-03-02,26,17:00:01,80209,3197,60,199,,February Faves | Fleur De Force,Fleur DeForce,2018-02-28
