id,video_id,trending_date,category_id,publish_time,views,likes,dislikes,comment_count,Author,Title,Artist,publish_date
27571,1XsKiDXWtyE,2018-04-03,24,10:37:16,2065582,122600,833,5767,Mnet K-POP,[GOT7 - Look] Comeback Stage | M COUNTDOWN 180315 EP.562,,2018-03-15
27630,2ATuTL5i0_c,2018-04-03,26,19:00:01,1445150,57818,2782,3845,AdelaineMorin,I tried following a Kylie Jenner Makeup Tutorial... Realizing things😂...,,2018-02-28
27623,2UByqalCfnk,2018-04-03,10,05:07:00,4180961,54356,1723,1307,,Dancer (Official Video),Flo Rida,2018-03-02
27624,2VggEmXPnGw,2018-04-03,22,07:00:01,1497852,43169,289,1556,Great Big Story,The Most Famous Actor You’ve Never Seen,,2018-03-02
27484,2WHcBwq2wHc,2018-04-03,17,10:57:56,3549849,87434,1559,0,Liverpool FC,Mo Salah bursts through wall to surprise kids | KOP KIDS PRANK,,2018-03-28
27540,2aQykuIaJVI,2018-04-03,10,13:00:46,3640120,182789,3123,13004,,Lin-Manuel Miranda & Ben Platt Found Tonight [Official Video],Atlantic Records,2018-03-19
27483,2nUW3nIOOOg,2018-04-03,10,03:30:02,5824866,181300,3745,9633,,"PROUD ft. YG, Offset",2 Chainz,2018-03-28
27601,305ryPvU6A8,2018-04-03,28,05:00:32,8387361,113006,18895,0,Apple,HomePod — Welcome Home by Spike Jonze — Apple,,2018-03-06
27587,37lXjnflt9M,2018-04-03,10,19:30:00,4850132,104275,4430,4534,,Sanctify (Official Video),Years & Years,2018-03-07
27632,3adHok6ytJI,2018-04-03,24,22:21:47,433624,9182,409,943,MovieAccessTrailers,THE OUTLAW JOHNNY BLACK Trailer #1 NEW (2018) Michael Jai White Comedy Movie HD,,2018-03-02
27626,3v0c6smpHSk,2018-04-03,1,05:01:27,1817593,70406,980,4950,Hamilton: An American Musical,‘The Hamilton Polka’ - Weird Al Yankovic,,2018-03-02
27595,425M4M3Opkk,2018-04-03,1,17:00:01,7895066,149487,5935,18764,Disney Movie Trailers,Christopher Robin Official Teaser Trailer,,2018-03-06
27611,4HU6Z7anycw,2018-04-03,1,00:32:18,8285998,325654,5874,19231,Lucas the Spider,Lucas the Spider - Polar Bear,,2018-03-04
27543,4hrrK3rXrR0,2018-04-03,24,15:00:02,381474,10817,133,628,VH1,Iman Shumpert On Falling In Love w/ Teyana Taylor | Teyana & Iman | Premieres March 26th 9/8c,,2018-03-20
27566,5sEaYB4rLFQ,2018-04-03,24,16:00:30,16562441,266221,6895,23072,Warner Bros. Pictures,Fantastic Beasts: The Crimes of Grindelwald - Official Teaser Trailer,,2018-03-13
27577,6Km34EXxGZ4,2018-04-03,24,15:41:38,2436661,128949,4339,28679,TheReportOfTheWeek,I React to Mean Comments,,2018-03-11
27469,6zRtrLBg3vk,2018-04-03,24,13:00:46,918850,11117,874,6252,Breakfast Club Power 105.1 FM,"Deontay Wilder On His Last Fight Against Luis Ortiz, Battling Online Trolls, Family + More",,2018-03-30
27627,79dZ8JBTIL4,2018-04-03,24,12:42:19,218297,12760,80,428,BBC Radio 1,"If you were a chair, who would you let sit on you?: 5SOS answer 5 second fan questions",,2018-03-02
27567,7GD1oeLeGUU,2018-04-03,10,07:00:01,11598307,372477,12302,35090,,Bonita (Official Video),CNCO,2018-03-16
27568,7LNTrcguDaw,2018-04-03,24,17:00:04,1231930,33299,494,3296,TV Guide,The 100 Season 5 Official Trailer,,2018-03-14
27506,7SxLRFuEuLE,2018-04-03,17,21:29:55,154518,1309,125,1519,FightHype.com,"MAYWEATHER TELLS ALL ON MMA MOVE; ALREADY TRAINING, WARNS MCGREGOR ABOUT DYNAMITE IN 4 OZ. GLOVES",,2018-03-26
27535,7WbdxpZ6Khc,2018-04-03,10,04:54:50,359264,9445,313,478,,Best New Artist | 2018 iHeartRadio Music Awards,Cardi B Acceptance Speech,2018-03-12
27639,7pLdjf2NSiU,2018-04-03,27,22:05:07,640204,12824,5084,5884,EC Henry,Hyperspeed Ramming: Does it break Star Wars lore?,,2018-02-26
27583,8LAoB0R4S5I,2018-04-03,24,23:00:01,5221966,32191,12684,0,JustDestiny,Dr. Phil Embarrasses Lady Who Thinks She's The Smartest Person In The World,,2018-03-08
27563,8OARiNiJ_w8,2018-04-03,10,14:00:00,9796558,222511,4368,5587,,Sober (Official Video) ft. Charlie Puth,G-Eazy,2018-03-14
